655	true	📕الوسيط فى سن وصياغة وتفسير التشريعات 🔰الكتاب الثانى : صياغة وتفسير التشريعات 🎗للمستشار / عليوة مصطفى فتح الباب 🌐نائب رئيس مجلس الدولة 📑الكتاب الثانى : ٧٠٤ صفحة #منصة_المحامى_المحترف_القانونية #دليل_المحامى_المحترف
656	true	📕الكامل للزلمى فى الشريعة والقانون 📄الكتاب الأول : حكم احكام القرآن 🎗الدكتور مصطفى ابراهيم الزلمى 📝الكتاب ١٤٩ صفحة #دليل_المحامى_المحترف #منصة_قانونية
657	true	📕الكامل للزلمى فى الشريعة والقانون 📄الكتاب الثانى : دلالات النصوص وطرق استنباط الاحكام فى ضوء أصول الفقه الاسلامى 🎗الدكتور مصطفى ابراهيم الزلمى 📝الكتاب ٣١٥ صفحة #دليل_المحامى_المحترف #منصة_قانونية
658	true	📕الكامل للزلمى فى الشريعة والقانون 📄الكتاب الثالث : فلسفة الشريعة 🎗الدكتور مصطفى ابراهيم الزلمى 📝الكتاب ٢٢٠ صفحة #دليل_المحامى_المحترف #منصة_قانونية
659	true	📕الكامل للزلمى فى الشريعة والقانون 📄الكتاب الرابع : المسئولية الجنائية فى الشريعة الاسلامية دراسة مقارنة بالقانون 🎗الدكتور مصطفى ابراهيم الزلمى 📝الكتاب ٢٣٨ صفحة #دليل_المحامى_المحترف #منصة_قانونية
660	true	📕الكامل للزلمى فى الشريعة والقانون 📄الكتاب الرابع : فلسفة القانون والمنطق القانونى فى التصورات 🎗الدكتور مصطفى ابراهيم الزلمى 📝الكتاب ٢٤٦ صفحة #دليل_المحامى_المحترف #منصة_قانونية
661	true	📕الكامل للزلمى فى الشريعة والقانون 📄الكتاب الخامس : إيضاح الفوائد فى شرح القواعد على نمط جديد 🎗الدكتور مصطفى ابراهيم الزلمى 📝الكتاب ٤٤٠ صفحة #دليل_المحامى_المحترف #منصة_قانونية
662	true	📘القواعد التى قررتها محكمة النقض فى ٥٠ عاماً ▫️منذ اول إنشائها عام ١٩٣١ حتى عام ١٩٨٠ " الدوائر الجنائية " 🎗للمستشار / الصاوى يوسف القبانى 🔸مستشار بمحكمة النقض سابقاً 📄الجزء الاول | ١٠٥١ صفحة #منصة_المحامى_المحترف_القانونية #دليل_المحامى_المحترف
663	true	📘القواعد التى قررتها محكمة النقض فى ٥٠ عاماً ▫️منذ اول إنشائها عام ١٩٣١ حتى عام ١٩٨٠ " الدوائر الجنائية " 🎗للمستشار / الصاوى يوسف القبانى 🔸مستشار بمحكمة النقض سابقاً 📄الجزء الثانى | ١٣٩١ صفحة #منصة_المحامى_المحترف_القانونية #دليل_المحامى_المحترف
664	true	📘القواعد التى قررتها محكمة النقض فى ٥٠ عاماً ▫️منذ اول إنشائها عام ١٩٣١ حتى عام ١٩٨٠ " الدوائر الجنائية " 🎗للمستشار / الصاوى يوسف القبانى 🔸مستشار بمحكمة النقض سابقاً 📄الجزء الثالث | ١٠٧٠ صفحة #منصة_المحامى_المحترف_القانونية #دليل_المحامى_المحترف
665	true	📘القواعد التى قررتها محكمة النقض فى ٥٠ عاماً ▫️منذ اول إنشائها عام ١٩٣١ حتى عام ١٩٨٠ " الدوائر الجنائية " 🎗للمستشار / الصاوى يوسف القبانى 🔸مستشار بمحكمة النقض سابقاً 📄الجزء الرابع | ١١٠٧ صفحة #منصة_المحامى_المحترف_القانونية #دليل_المحامى_المحترف
671	true	الأحكام العامة للحدود في قانون العقوبات اليمني مقارنة بالفقه الإسلامي. الدكتور مطهر أنقع أستاذ القانون الجنائي كلية الشريعة جامعة الحديدة
676	true	أحكام الأسرة في الشريعة الإسلامية مقارنة بالقانون اليمني د علي أحمد القليصي رحمه الله
677	true	أحكام الأسرة في الشريعة الإسلاميّة مقارنة بالقانون اليمني.. د علي أحمد القليصي المجلد الأول. #قناة_الفقه_القانوني_اليمني @yemenIow
719	false	التعليق على قانون المرافعات
720	false	شرح قانون العقوبات القسم العام
721	false	المساهمة الجنائية فى التشريعات العربية
723	false	مصادر الالتزام
725	false	التمسك بالبطلان فى قانون المرافعات
726	false	6- قاموس المصطلحات والسياسية والاقتصادية والإجتماعية ـ 7- قاموس القانون ترجمة العقود التجارية ترجمة العقود المدنية عنوان الكتاب : الاوراق التجارية لينك التحميل : احكام الاوراق التجارية فى الفقة الاسلامى لينك التحميل : العنوان: القانون المدني- مجموعة الأعمال التحضيرية (3 اجزاء)
1702	true	مشروع تعديل قانون الإجراءات الجزائية.pdf
1715	true	البطلان فى قانون الاجراءات الجنائية دراسة تحليلية د. عبد الحكم فودة طبعة ١٩٩٦.pdf
1905	true	الإنعدام الإجرائي في قانون المرافعات والتنفيذ المدني اليمني
2078	true	حق الزوجة المطلقة بالسكنى دراسة مقارنة بين الشريعة و القانون في إطار قانون الأحوال الشخصية العراقي رسالة ماجستير في القانون الخاص .pdf
2081	true	إشكالات تنفيذ الأحكام الجزائية في قانون الإجراءات الجزائية الفلسطيني.pdf
2095	true	المحاماة مهنة حرة تشارك السلطة القضائية في استظهار الحقائق لتحقيق العدل وتأكيد سيادة القانون، ويطلق على من يمارس مهنة المحاماة محامي أو مستشار قانوني وتضم الكثير من ألمراجع القانونية القيمة والمواضيع القانونية. للتواصل :- 770043690 - 711794654
2096	true	أكاديمية المحاماة المحاماة مهنة حرة تشارك السلطة القضائية في استظهار الحقائق لتحقيق العدل وتأكيد سيادة القانون، ويطلق على من يمارس مهنة المحاماة محامي أو مستشار قانوني وتضم الكثير من ألمراجع القانونية القيمة والمواضيع القانونية. للتواصل :- 770043690 - 711794654
2102	true	الوسيط في شرح القانون التجاري د. سميحة القليوبي الجزء الثاني القسم الأول #القانون_التجاري
2104	true	الوسيط في شرح القانون التجاري د. سميحة القليوبي الجزء الثاني القسم الثاني الالتزامات والعقود التجارية وعمليات البنوك #القانون_التجاري
2105	true	الوسيط في شرح القانون التجاري د. سميحة القليوبي الجزء الأول نظرية الأعمال التجارية والتاجر #القانون_التجاري
2106	true	الوجيز في شرح قانون الاحوال الشخصية العراقي كتاب منهجي الدكتور احمد الكبيسي المرشد القانوني
2143	true	كتاب اصول قانون الاجراءات الجنائية - الدعوى الجنائية - الدعوى المدنية - التحقيق الإبتدائي - المحاكمة - طرق الطعن في الأحكام د. حسن صادق المرصفاوي
2144	true	الاستجواب في قانون الإثبات العراقي النافذ ذو الرقم(107) لسنة 1979 المعدل
2145	true	دور الدليل الإلكتروني في الإثبات الجنائي دراسة تحليلية
2157	true	قانون الإثبات لسنة 1979 وتعديلاته - نبيل عبد الرحمن حياوي
2160	true	قانون_يمني
2162	true	قواعد مهمة في قانون الإثبات القاضي عبدالملك ثابت الأغبري #قانون_يمني
2163	true	الأدلة الكتابية والقرائن في قانون الإثبات اليمني القاضي حسين البار عضو المحكمة العليا #قانون_يمني
2167	true	وسائل الإثبات القضائي__.pdf
2183	true	مفهوم فكرة النظام العام وتطبيقاتها في التشريع الفلسطيني
2184	true	رسالة ماجستير بعنوان| النظام العام في القانون الدولي الخاص دراسة مقارنة|الجزائر| 2019 ....................................... #المكتبة_العراقية_للقانون_الدولي
2185	true	رسالة ماجستير بعنوان|النظام العام في النزاعات الدولية الخاصة المتعلقة بالأحوال الشخصية | الباحث: زاير فاطمة الزهراء| تلمسان- جامعة أبي بكر بلقايد| 2011 ....................................... #المكتبة_العراقية_للقانون_الدولي
2187	true	رسالة ماجستير بعنوان|دور النظام العام في حماية الرابطة الزوجية وانحلالها في اطار القانون الدولي الخاص| الباحث: سنينات عبد الله| تلمسان- جامعة أبي بكر بلقايد| 2009 ....................................... #المكتبة_العراقية_للقانون_الدولي
2188	true	مرفق الأمن بين النظام العام والحريات العامة
2191	true	فكرة النظام العام وحرية التعاقد في ضوء القانون الجزائري والفقه الإسلامي
2195	true	كتاب نظم القسم العام في قانون العقوبات - النظام القانوني الجنائي - نظرية الجريمة - نظرية المسئولية الجنائية - نظرية الجزاء الجنائي تأليف : د. جلال ثروت
2196	true	النظام القانوني لتفويض المرفق العام لأشخاص القانون الخاص.pdf
2197	true	الأصول الفلسفية والمبادئ الدستورية لمفهوم النظام العام المعاصر في قانون الإجراءات الجنائية #قناة_الفكر_القانوني_العراقي @iraqilegal2018
2202	true	تأديب الموظف العام في النظام القانوني في دولة الإمارات العربية المتحدة
2203	true	كتاب نظم الإجراءات الجنائية - القاعدة الإجرائية - الدعوى العمومية - الدعوى المدنية التابعة - الخصومة الجنائية من حيث البدء بها والسير فيها والانتهاء منها والطعن فيها. تأليف : د. جلال ثروت
2205	true	الدعوى المدنية التابعة
2206	true	كتاب اجراءات التقاضي في الدعوى المدنية التابعة.pdf
2207	true	الدعوى المدنية التابعة للدعوى الجزائية أية حدود.pdf
2209	true	أثر الحكم الجنائي الموضوعي على الدعوى المدنية التابعة .pdf
2230	true	رسالة ماجستير انقضاء الشركات
2285	true	كتاب الصيغ القانونية المتنوعة يحتوي الكتاب على اكثر من 400 صيغة قانونية متنوعة
2286	true	الصيغ القانونية للدعاوى والعقود د. الأنصاري حسن النيداني د. رضا عبد الحليم عبد المجيد #الصيغ_القانونية
2295	true	عقد الإيجار د. رمضان أبو السعود أستاذ القانون المدني كلية الحقوق - جامعة الإسكندرية #عقد_الإيجار #القانون_المدني #المكتبة_القانونية_العربية
2296	true	العقود المسماة عقد البيع والمقايضة د. رمضان أبو السعود أستاذ القانون المدني كلية الحقوق - جامعة الإسكندرية #عقد_البيع #القانون_المدني #المكتبة_القانونية_العربية
2297	true	التأمين الإلزامي في المسؤولية الناشئة عن حوادث السيارات في القانون اليمني. القاضي أحمد صالح فرحان عضو المحكمة العليا #المكتبة_القانونية_العربية #قانون_يمني
2298	true	محاضرات في المدخل لدراسة العلوم القانونية د. عبد الحي حجازي #القانون_المدني
2299	true	المدخل الى القانون القاعدة القانونية دكتور محمد حسين #القانون_المدني
2304	true	تأصيل قواعد القانون الدولي على أساس فكرة القياس - دراسة في الفضاءات الدولية . ( الفضاء الخارجي ، أعالي البحار).pdf
2312	true	مدى شرعية الاستطلاع العسكري والتجسس من الفضاء الخارجي باستخدام الأقمار الصناعية - دراسة قانونية -.pdf
2314	true	المناطق المشتركة في ظل القانون الدولي العام : أعالي البحار و الفضاء الخارجي رسالة ماجستير
2315	true	الضوابط القانونية لإطلاق الأقمار الصناعية في الفضاء الخارجي . طبقاً لاتفاقيات الفضاء.pdf
2460	true	كتاب بعنوان ( شرح القانون الجنائي المغربي ) القسم الخاص " جرائم : المؤامرة _ الاعتداء _ العصابة المسلحة _ الخيانة _ التجسس _ الرشوة _ التزوير _ الاغتصاب _ الفساد _ خيانة الزوجية _ القتل العمد _ التسميم _ الاجهاض _ الايذاء العمد _ الايذاء الخطأ _ القتل الخطأ _ السرقة _ الغصب _ خيانة الامانة " تأليف الدكتور : عبد الواحد العلمي الجزء الاول
2461	true	كتاب بعنوان ( شرح القانون الجنائي المغربي ) القسم الخاص " جرائم : المؤامرة _ الاعتداء _ العصابة المسلحة _ الخيانة _ التجسس _ الرشوة _ التزوير _ الاغتصاب _ الفساد _ خيانة الزوجية _ القتل العمد _ التسميم _ الاجهاض _ الايذاء العمد _ الايذاء الخطأ _ القتل الخطأ _ السرقة _ الغصب _ خيانة الامانة " تأليف الدكتور : عبد الواحد العلمي الجزء الثاني
2471	true	ضمانات تأديب الموظف العام في تشريعات اليمن، مصر، العراق، فرنسا تأليف الدكتور يحيى قاسم علي السهل كلية الحقوق جامعة عدن ٢٠٠٨ .pdf
2473	true	السهل في التشريع الضريبي تأليف الدكتور يحيى قاسم علي السهل كلية الحقوق جامعة عدن ٢٠٠٦ .pdf
2474	true	المدخل لدراسة القانون نظرية القانون نظرية الحق تأليف الدكتور يحيى قاسم علي السهل كلية الحقوق في القاهرة ١٩٩٧ .pdf
2475	true	السهل في المالية العامة والتشريع الضريبي تأليف الدكتور يحيى قاسم علي السهل كلية الحقوق جامعة عدن ٢٠٠٠ .pdf
2477	true	معوقات تنفيذ الأحكام القضائية في اليمن تأليف الدكتور يحيى قاسم علي السهل كلية الحقوق جامعة عدن ٢٠٢٠ .pdf
2478	true	السهل في التشريع الضريبي اليمني تأليف الدكتور يحيى قاسم علي السهل كلية الحقوق جامعة عدن ٢٠٢٠ .pdf
2479	true	السهل في تاريخ القانون اليمني تأليف الدكتور يحيى قاسم علي السهل كلية الحقوق جامعة عدن ٢٠١٤ .pdf
2480	true	السهل في القانون الاداري اليمني تأليف الدكتور يحيى قاسم علي السهل كلية الحقوق جامعة عدن ٢٠٢٠ .pdf
2482	true	السهل في التشريعات المالية والمصرفية تأليف الدكتور يحيى قاسم علي السهل كلية الحقوق جامعة عدن ٢٠١٨ .pdf
2553	true	كتاب القانون المدني - نظرية الالتزام كتاب منهجي. المؤلفون د.عبد المجيد الحكيم د.عبد الباقي البكري م.أ.محمد طه البشير
2554	true	كتاب القانون المدني - احكام الالتزام كتاب منهجي. المؤلفون د.عبد المجيد الحكيم د.عبد الباقي البكري م.أ.محمد طه البشير
2556	true	كتاب الوجيز في شرح قانون الأحوال الشخصية رقم ١٨٨ لسنة ١٩٥٩ وتعديلاته كتاب منهجي. تأليف د. سلام عبد الزهرة الفتلاوي، د. نبيل مهدي زوين
2557	true	كتاب الشركات التجارية كتاب منهجي. تأليف الدكتور لطيف جبر كوماني
2558	true	كتاب القانون الدولي العام كتاب منهجي. تأليف الدكتور عصام العطية
2559	true	كتاب القانون المدني - العقود المسماة كتاب منهجي. المؤلفون الدكتور سعيد مبارك الدكتور طه الملاحويش الدكتور صاحب عبيد الفتلاوي
2560	true	كتاب مبادئ القانون الدولي العام كتاب منهجي. تأليف الدكتور طالب رشيد يادكار
2561	true	كتاب اصول المحاكمات الجزائية كتاب منهجي. تأليف القاضي جمال محمد مصطفى
2562	true	كتاب أصول البحث القانوني كتاب منهجي. تأليف الدكتور عصمت عبد المجيد بكر
2563	true	كتاب القضاء الإداري كتاب منهجي. تأليف الدكتور وسام صبار العاني
2564	true	كتاب القانون الدولي الخاص كتاب منهجي. تأليف الدكتور غالب علي الداودي الدكتور حسن محمد
2565	true	كتاب قانون التنفيذ كتاب منهجي. تأليف الدكتور سعيد مبارك
2566	true	كتاب الحقوق العينية الاصلية والتبعية كتاب منهجي. المؤلفون الدكتور غني حسون طه الاستاذ محمد طه البشير
2568	true	كتاب شرح أحكام قانون الجنسية العراقية رقم ٢٦ لسنة ٢٠٠٦ كتاب منهجي. تأليف الدكتور عباس العبودي
2569	true	كتاب القانون الدولي الانساني كتاب منهجي. تأليف د. محمود خليل جعفر، د. حيدر كاظم عبد علي
2571	true	كتاب الأوراق التجارية كتاب منهجي. تأليف د. فوزي محمد سامي، د. فائق محمود الشماع
2708	true	كتاب حقوق الإنسان في قانون الإجراءات الجنائية الجزء الأول تأليف الدكتور محمود أحمد طه أستاذ و رئيس قسم القانون الجنائي كلية الحقوق جامعة طنطا .pdf
2709	true	كتاب حقوق الإنسان في قانون الإجراءات الجنائية الجزء الثاني تأليف الدكتور محمود أحمد طه أستاذ و رئيس قسم القانون الجنائي كلية الحقوق جامعة طنطا .pdf
2711	true	أثر_الحكم_الجزائي_في_التأديب.pdf
2714	true	كتاب العقوبات الجنائية والتدابير الاحترازية 638.pdf
2856	true	مجلة التحكيم والقانون الخليجي مركز التحكيم التجاري لدول مجلس التعاون لدول الخليج العربية العدد الاول ابريل / ٢٠٠٥
2857	true	مجلة التحكيم والقانون الخليجي مركز التحكيم التجاري لدول مجلس التعاون لدول الخليج العربية العدد الثاني اغسطس/ ٢٠٠٥
2858	true	مجلة التحكيم والقانون الخليجي مركز التحكيم التجاري لدول مجلس التعاون لدول الخليج العربية العدد الثالث فبراير / ٢٠٠٦
2859	true	مجلة التحكيم والقانون الخليجي مركز التحكيم التجاري لدول مجلس التعاون لدول الخليج العربية العدد الرابع يونيو / ٢٠٠٦
2860	true	جريمة اختلاس الأموال العامة في التشريع والقضاء العراقي كتاب اصله رسالة ماجستير تمت مناقشتها في كلية القانون_جامعة بغداد للقاضي عبد الرحمن الجوراني
2861	true	عقد البيع بالايجار- دراسة مقارنة بين القانون الجزائري والقانون الفرنسي-.pdf
2869	true	التعليق على قانون حماية الآثار الجديد 91 لسنه 2018 م
2871	true	التعليق على قانون المرافعات متضمنا تعديلات القانون رقم 23 لسنة 1992 الجزء الأول المستشار عز الدين الدناصوري رئيس محكمة الاستئناف السابق الأستاذ حامد عكاز المحامي بالنقض
