qadaa_3930	أصول المحاكمات الشرعية الجزائية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_4086	إجرام الأحداث ومحاكمتهم في الفقه الإسلامي دراسة مقارنة		المحاكم والمرافعات	بحث	مكتبة الباحث العلمي	
qadaa_4286	المترجم في المحاكم الشرعية شروطه وآدبه		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_4439	حقوق الإنسان بعد المحاكمة في الفقه والنظام وتطبيقاتهما في المملكة العربية السعودية		الأنظمة والتشريعات	نظام	مكتبة الباحث العلمي	
qadaa_4489	مقاصد الشريعة من العقوبات التعزيرية وتطبيقاتها القضائية في محاكم المملكة العربية السعودية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_4553	تقدير دية النفس وما دونها في الفقه الإسلامي وتطبيقاتها في محاكم مدينة الرياض		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_4602	أصول المحاكمات الشرعية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_4619	إذن القاضي وأثره في التصرفات دراسة فقهية تطبيقية لقانون أحكام الأسرة البحريني مع مقارنة لما عليه العمل في المحاكم السعودية		القضاء الشرعي	بحث	مكتبة الباحث العلمي	
qadaa_4662	اجتهاد القاضي وفتواه ومدى تطبيق ذلك في المحاكم الشرعية وفي قطاع غزة		القضاء الشرعي	متن	مكتبة الباحث العلمي	
qadaa_4683	أحكام العدة في الفقه الإسلامي وماعليه العمل في المحاكم الشرعية الأردنية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_4711	الإثبات باليمين القضائية وتطبيقاتها في المحاكم الشرعية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_4751	قضاء المحاكم في مسائل الأوقاف		القضاء الشرعي	متن	مكتبة الباحث العلمي	
qadaa_4770	الحماية الجنائية للجنين في الفقه الإسلامي وتطبيقاتها في اللجان الطبية والمحاكم الشرعية بالرياض		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_4804	القتل بالترك بين الشريعة والقانون دراسة نظرية تطبيقية من واقع سجلات القضايا في بعض المحاكم الشرعية بالمملكة العربية السعودية		الأنظمة والتشريعات	بحث	مكتبة الباحث العلمي	
qadaa_4841	مقومات العدل في رسالة عمر إلى أبي موسى الأشعري وأثرها في القضاء في محاكم المملكة العربية السعودية		القضاء الشرعي	بحث	مكتبة الباحث العلمي	
qadaa_4915	جرائم الشذوذ الجنسي وعقوبتها في الشريعة والقانون دراسة تطبيقية في محاكم منطقة الرياض		الأنظمة والتشريعات	بحث	مكتبة الباحث العلمي	
qadaa_4935	الإرث بالتقدير والاحتياط وتطبيقاته في المحاكم الشرعية الفلسطينية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_4950	الدفوع الشكلية بين الشريعة و قانون أصول المحاكمات المدنية		الأنظمة والتشريعات	نظام	مكتبة الباحث العلمي	
qadaa_4985	البينة الخطية في الفقه الإسلامي وتطبيقاتها في المحاكم الشرعية بقطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_4986	التحكيم في الشريعة الإسلامية وتطبيقاته في المحاكم الشرعية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5006	الحكم الغيابي في الفقه الإسلامي وتطبيقاته في المحاكم الشرعية والنظامية		الأنظمة والتشريعات	نظام	مكتبة الباحث العلمي	
qadaa_5043	المنازعة على أرض الوقف وتطبيقاتها في المحاكم الشرعية بقطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5071	التفريق بين الزوجين بسبب حبس الزوج في الفقه الإسلامي والمعمول به في المحاكم الشرعية في الضفة الغربية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5097	الدعاوى غير المنصوص عليها في قانون الأحوال الشخصية المعمول به في المحاكم الشرعية في قطاع غزة		الأنظمة والتشريعات	نظام	مكتبة الباحث العلمي	
qadaa_5100	أحكام الخلوة في الفقه الإسلامي و تطبيقاتها في المحاكم الشرعية في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5102	الضمانات القضائية للمتخاصمين أمام المحاكم الشرعية في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5175	موانع الميراث في الشريعة الإسلامية وتطبيقاتها في المحاكم الشرعية بقطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5206	المواريث في الشريعة الإسلامية على المذاهب الأربعة والعمل عليه في المحاكم المصرية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5226	أحكام اليتيم المالية في الشريعة الإسلامية وتطبيقاتها في المحاكم الشرعية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5254	من لا تجب لهم النفقة في الفقه الإسلامي وتطبيقاتها في المحاكم الشرعية في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5264	القواعد الفقهية وتطبيقاتها في المحاكم الشرعية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5287	أحكام الوصاية في الشريعة الإسلامية ومدى تطبيقاتها في المحاكم الشرعية في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5292	رد شهادة العدل و تطبيقاتها في المحاكم الشرعية في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5303	ضمانات المتهم أثناء المحاكمة دراسة مقارنة بين الفقه الإسلامي والقانون الكويتي		الأنظمة والتشريعات	بحث	مكتبة الباحث العلمي	
qadaa_5325	أثر الخلل في عقود النكاح و تطبيقاته في المحاكم الشرعية في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5429	محاكمة الوزراء في الفقه والنظام السعودي		الأنظمة والتشريعات	نظام	مكتبة الباحث العلمي	
qadaa_5441	الاختيارات في المحاكمات		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5492	القضاء في محاكم الأحوال الشخصية في غامبيا		القضاء الشرعي	متن	مكتبة الباحث العلمي	
qadaa_5513	التفريق بين الزوجين للردة أو إباء الإسلام وتطبيقاتها في المحاكم الشرعية في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5533	ميراث الخنثى في ضوء الحقائق العلمية المعاصرة وتطبيقاتها في المحاكم الشرعية في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_5702	حقوق المحضون دراسة حديثية فقهية تطبيقية في المحاكم السعودية		المحاكم والمرافعات	بحث	مكتبة الباحث العلمي	
qadaa_6197	طرق الطعن بالأحكام القضائية وفق قانون أصول المحاكمات الشرعية الأردني		الأنظمة والتشريعات	نظام	مكتبة الباحث العلمي	
qadaa_6544	اختصاصات المحاكم في القضاء العام		القضاء الشرعي	متن	مكتبة الباحث العلمي	
qadaa_6549	استبدال الوقف الذي لم تتعطل منافعه بوقف خير منه في الفقه الإسلامي ونظام المرافعات السعودي مع بيان ما جرى عليه العمل في محاكم مكة المكرمة		الأنظمة والتشريعات	شرح	مكتبة الباحث العلمي	
qadaa_6606	الإثبات بشهادة النساء منفردات وتطبيقاتها في المحاكم الشرعية في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_6652	النوازل في فقه الأقليات التحكيم والتحاكم في المحاكم		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_6683	مدى مشروعية قيام المراكز الإسلامية بتطليق المطلقات المسلمات من محاكم غير إسلامية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_6821	حق المتهم أو الظنين في محاكمة عادلة في قانون المحاكمات الجزائية الأردني		الأنظمة والتشريعات	نظام	مكتبة الباحث العلمي	
qadaa_6898	حجية الأحكام الصادرة بالطلاق من قبل المحاكم الغربية بحق الأقليات الإسلامية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_6913	محاكم القضاء الشرعي في جمهورية كينيا والتحديات التي تواجهها		القضاء الشرعي	متن	مكتبة الباحث العلمي	
qadaa_6923	إجراءات قسمة التركات في المحاكم		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_7012	تحديد جهة الاختصاص لمحاكمة الإعلاميين		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_7120	أدباء أمام المحاكم الأدب الممنوع عبر أربعة قرون		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_7236	محاكمة الخنثى قصيدة النثر في الخطاب النقدي العراقي		المحاكم والمرافعات	نظم	مكتبة الباحث العلمي	
qadaa_7992	مصر للمصريين محاكمات العربيين		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_8223	قضايا التاريخ الكبرى أو أشهر المحاكمات والجرائم		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_8311	محاكمة الصهيونية الإسرائيلية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_8654	الحضور الأندلسي بالجزائر في العهد العثماني على ضوء سجلات المحاكم الشرعية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_8700	محاكمة الشعراوي ما له وما عليه		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_8730	محاكمة جارودي		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_8899	التدابير الشرعية للحد من الطلاق في الفقة الإسلامي وقانون الأحوال الشخصية المعمول به في المحاكم  الشرعية الفلسطينية في القدس والضفة الغربية		الأنظمة والتشريعات	نظام	مكتبة الباحث العلمي	
qadaa_8966	التدابير الشرعية والقضائية للحد من الطلاق وتطبيقاتها في المحاكم الشرعية في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_8996	الإشهاد على الطلاق والرجعة وتطبيقاته في المحاكم الشرعية في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_9106	التدابير الشرعية والقانونية للحد من الطلاق (لدى المحاكم الشرعية في قطاع غزة )		الأنظمة والتشريعات	نظام	مكتبة الباحث العلمي	
qadaa_9127	الإثبات بشهادة النساء منفردات في الشريعة الإسلامية وتطبيقاتها في المحاكم الشريعة في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_9224	نظم العدالة الجنائية في الدول العربية التحقيق والمحاكمة		المحاكم والمرافعات	نظم	مكتبة الباحث العلمي	
qadaa_9267	المساهمة الجنائية في جرائم الحدود والقصاص دراسة تطبيقية على أحكام المحاكم الشريعة بالرياض		المحاكم والمرافعات	بحث	مكتبة الباحث العلمي	
qadaa_9268	نظم العدالة الجنائية في الدول العربية المراحل السابقة على المحاكمة		المحاكم والمرافعات	نظم	مكتبة الباحث العلمي	
qadaa_9935	محاكمة دمنة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_10007	الحسبة وتطبيقاتها في المحاكم الشرعية		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_10345	الاشهاد على الطلاق والرجعة وتطبيقاتها في المحاكم الشرعية في قطاع غزة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_10884	عقوبة الصلب في الفقه الإسلامي وتطبيقاتها في المحاكم الشرعية	عبد السلام بن عبد الله بن متعب الغامدي	المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_10906	القواعد الفقهية المتعلقة بتكوين الضمان مع تطبيقات قضائية من المحاكم الشرعية	يحيى بن حمد بن بطي النعيمي	المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_10954	الأحكام الفقهية المتعلقة بمجلس التقاضي وتطبيقاتها في محاكم المملكة العربية السعودية	ناصر بن محمد بن محسن القرني	القضاء الشرعي	متن	مكتبة الباحث العلمي	
qadaa_10955	الأحكام الفقهية لمنازعات المعاهدين وتطبيقاتها القضائية في محاكم المملكة	عبد العالي بن عبد الله الحلفي المطيري	المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_11103	حقوق المجني عليه في مرحلتي التحقيق والمحاكمة دراسة مقارنة بين الشريعة والنظام	عبيد بن فرحان سعود السحيمي	الأنظمة والتشريعات	بحث	مكتبة الباحث العلمي	
qadaa_11175	تاريخ دمشق الاجتماعي والاقتصادي والعمراني من خلال سجلات محاكم شرعية دمشق 1170-1137ھ - محمد غسان عبيد_	محمد غسان عبيد	المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_11223	الحق أن المستحق للمحاكمة هو تركي الحمد	عبد المحسن بن حمد العباد البدر	المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_11293	جلاء العينين في محاكمة الأحمدين- داود بن عثمان- دكتوراة		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_11316	التأثير على إرادة المتهم في مرحلتي التحقيق والمحاكمة - سعد بخيت - ماجستير		المحاكم والمرافعات	متن	مكتبة الباحث العلمي	
qadaa_11518	المحاكم العقارية	فوزان بن عبد الله الفوزان@ د. أحمد بن عبد الله الجعفري@ د. عبد الرحمن بن منصور السدرة@ د. وليد بن سليمان التويجري@ فهد بن إبراهيم قاسم	المحاكم والمرافعات	بحث	موقع بحوث	https://www.buhooth.link:8080/data/journals/%D8%A7%D9%84%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D9%82%D8%B6%D8%A7%D8%A6%D9%8A%D8%A9%20-%20%D9%88%D8%B2%D8%A7%D8%B1%D8%A9%20%D8%A7%D9%84%D8%B9%D8%AF%D9%84%20(%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9)/3/12%20%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D9%83%D9%85%20%D8%A7%D9%84%D8%B9%D9%82%D8%A7%D8%B1%D9%8A%D8%A9.pdf
qadaa_11521	المحاكم الجنائية الدولية: اختصاصها، ومهامها	د. علي بن فايز الشهري	المحاكم والمرافعات	بحث	موقع بحوث	https://www.buhooth.link:8080/data/journals/%D8%A7%D9%84%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D9%82%D8%B6%D8%A7%D8%A6%D9%8A%D8%A9%20-%20%D9%88%D8%B2%D8%A7%D8%B1%D8%A9%20%D8%A7%D9%84%D8%B9%D8%AF%D9%84%20(%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9)/3/8%20%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D9%83%D9%85%20%D8%A7%D9%84%D8%AC%D9%86%D8%A7%D8%A6%D9%8A%D8%A9%20%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9$%20%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%D9%87%D8%A7%D8%8C%20%D9%88%D9%85%D9%87%D8%A7%D9%85%D9%87%D8%A7.pdf
qadaa_11533	إشكاليات تدعيم مبدأ أصل البراءة في مرحلة المحاكمة	د. أحمد لطفي السيد مرعي	المحاكم والمرافعات	بحث	موقع بحوث	https://www.buhooth.link:8080/data/journals/%D8%A7%D9%84%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D9%82%D8%B6%D8%A7%D8%A6%D9%8A%D8%A9%20-%20%D9%88%D8%B2%D8%A7%D8%B1%D8%A9%20%D8%A7%D9%84%D8%B9%D8%AF%D9%84%20(%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9)/6/2%20%D8%A5%D8%B4%D9%83%D8%A7%D9%84%D9%8A%D8%A7%D8%AA%20%D8%AA%D8%AF%D8%B9%D9%8A%D9%85%20%D9%85%D8%A8%D8%AF%D8%A3%20%D8%A3%D8%B5%D9%84%20%D8%A7%D9%84%D8%A8%D8%B1%D8%A7%D8%A1%D8%A9%20%D9%81%D9%8A%20%D9%85%D8%B1%D8%AD%D9%84%D8%A9%20%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D9%83%D9%85%D8%A9.pdf
qadaa_11734	محاكمة الغماري وابن عاشور في حديث: (مدينة العلم)	أ. د. أحمد بن علي الحندودي الغامدي	المحاكم والمرافعات	بحث	موقع بحوث	https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9%20%D9%84%D9%84%D8%B9%D9%84%D9%88%D9%85%20%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%D8%A9%20(%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9)/188/%D8%A7%D9%84%D8%AC%D8%B2%D8%A1%20%D8%A7%D9%84%D8%A3%D9%88%D9%84/7%20%D9%85%D8%AD%D8%A7%D9%83%D9%85%D8%A9%20%D8%A7%D9%84%D8%BA%D9%85%D8%A7%D8%B1%D9%8A%20%D9%88%D8%A7%D8%A8%D9%86%20%D8%B9%D8%A7%D8%B4%D9%88%D8%B1%20%D9%81%D9%8A%20%D8%AD%D8%AF%D9%8A%D8%AB$%20(%D9%85%D8%AF%D9%8A%D9%86%D8%A9%20%D8%A7%D9%84%D8%B9%D9%84%D9%85).pdf
qadaa_11802	الآثار النّظاميّة المترتّبة على قيمة المطالبات الماليّة وفقاً لنظام المحاكم التّجاريّة	أ. د. أحمد بن عبد العزيز بن شبيب	الأنظمة والتشريعات	بحث	موقع بحوث	https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9%20%D9%84%D9%84%D8%B9%D9%84%D9%88%D9%85%20%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%D8%A9%20(%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9)/200/%D8%A7%D9%84%D8%AC%D8%B2%D8%A1%20%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A/13%20%D8%A7%D9%84%D8%A2%D8%AB%D8%A7%D8%B1%20%D8%A7%D9%84%D9%86%D9%91%D8%B8%D8%A7%D9%85%D9%8A%D9%91%D8%A9%20%D8%A7%D9%84%D9%85%D8%AA%D8%B1%D8%AA%D9%91%D8%A8%D8%A9%20%D8%B9%D9%84%D9%89%20%D9%82%D9%8A%D9%85%D8%A9%20%D8%A7%D9%84%D9%85%D8%B7%D8%A7%D9%84%D8%A8%D8%A7%D8%AA%20%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%8A%D9%91%D8%A9%20%D9%88%D9%81%D9%82%D8%A7%D9%8B%20%D9%84%D9%86%D8%B8%D8%A7%D9%85%20%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D9%83%D9%85%20%D8%A7%D9%84%D8%AA%D9%91%D8%AC%D8%A7%D8%B1%D9%8A%D9%91%D8%A9.pdf
qadaa_11927	إيجاز الإطناب: مناقدةٌ بلاغيةٌ ومحاكمةٌ عقليةٌ	د. هاني بن عبيد الله الصاعدي	المحاكم والمرافعات	بحث	موقع بحوث	https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9%20%D9%84%D9%84%D8%BA%D8%A9%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9%20%D9%88%D8%A2%D8%AF%D8%A7%D8%A8%D9%87%D8%A7%20(%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9)/6/%D8%A7%D9%84%D8%AC%D8%B2%D8%A1%20%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A/8%20%D8%A5%D9%8A%D8%AC%D8%A7%D8%B2%20%D8%A7%D9%84%D8%A5%D8%B7%D9%86%D8%A7%D8%A8$%20%D9%85%D9%86%D8%A7%D9%82%D8%AF%D8%A9%D9%8C%20%D8%A8%D9%84%D8%A7%D8%BA%D9%8A%D8%A9%D9%8C%20%D9%88%D9%85%D8%AD%D8%A7%D9%83%D9%85%D8%A9%D9%8C%20%D8%B9%D9%82%D9%84%D9%8A%D8%A9%D9%8C.pdf
qadaa_12232	انحراف الأحداث: الأسباب، والعلاج، والمحاكمة	عبد الله بن عبد الرحمن الدويش	المحاكم والمرافعات	بحث	موقع بحوث	https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%B9%D8%AF%D9%84%20-%20%D9%88%D8%B2%D8%A7%D8%B1%D8%A9%20%D8%A7%D9%84%D8%B9%D8%AF%D9%84%20(%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9)/30/2%20%D8%A7%D9%86%D8%AD%D8%B1%D8%A7%D9%81%20%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB$%20%D8%A7%D9%84%D8%A3%D8%B3%D8%A8%D8%A7%D8%A8%D8%8C%20%D9%88%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC%D8%8C%20%D9%88%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D9%83%D9%85%D8%A9.pdf
qadaa_12240	المترجم في المحاكم الشرعية: شروطه، وآدابه	عائض بن أحمد آل مدرة	المحاكم والمرافعات	بحث	موقع بحوث	https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%B9%D8%AF%D9%84%20-%20%D9%88%D8%B2%D8%A7%D8%B1%D8%A9%20%D8%A7%D9%84%D8%B9%D8%AF%D9%84%20(%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9)/39/6%20%D8%A7%D9%84%D9%85%D8%AA%D8%B1%D8%AC%D9%85%20%D9%81%D9%8A%20%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D9%83%D9%85%20%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%D8%A9$%20%D8%B4%D8%B1%D9%88%D8%B7%D9%87%D8%8C%20%D9%88%D8%A2%D8%AF%D8%A7%D8%A8%D9%87.pdf
qadaa_12271	الاختصاص النوعي للمحاكم التجارية في ضوء نص المادة 35 من نظام المرافعات الشرعية (الصادر بالمرسوم الملكي رقم م/34 في 24/5/1435هـ)	د. أحمد بن صالح مخلوف	الأنظمة والتشريعات	بحث	موقع بحوث	https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%B9%D8%AF%D9%84%20-%20%D9%88%D8%B2%D8%A7%D8%B1%D8%A9%20%D8%A7%D9%84%D8%B9%D8%AF%D9%84%20(%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9)/66/3%20%D8%A7%D9%84%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%20%D8%A7%D9%84%D9%86%D9%88%D8%B9%D9%8A%20%D9%84%D9%84%D9%85%D8%AD%D8%A7%D9%83%D9%85%20%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9%20%D9%81%D9%8A%20%D8%B6%D9%88%D8%A1%20...%20%D8%A8%D8%A7%D9%84%D9%85%D8%B1%D8%B3%D9%88%D9%85%20%D8%A7%D9%84%D9%85%D9%84%D9%83%D9%8A%20%D8%B1%D9%82%D9%85%20%D9%85&34%20%D9%81%D9%8A%2024&5&1435%D9%87%D9%80).pdf
qadaa_12453	الحدود القانونية لاختصاص المحاكم الإدارية بين التوسع والتضييق: دراسةٌ مقارنةٌ بين كل من فرنسا ومصر والمملكة العربية السعودية	د. إكرامي بسيوني عبد الحي	الأنظمة والتشريعات	بحث	موقع بحوث	https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%B9%D9%84%D9%88%D9%85%20%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%D8%A9%20-%20%D8%AC%D8%A7%D9%85%D8%B9%D8%A9%20%D8%A7%D9%84%D9%82%D8%B5%D9%8A%D9%85%20(%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9)/10/1/8%20%D8%A7%D9%84%D8%AD%D8%AF%D9%88%D8%AF%20%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A%D8%A9%20%D9%84%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%20%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D9%83%D9%85%20%D8%A7%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D9%8A%D8%A9%20%D8%A8%D9%8A%D9%86%20...%20%D9%85%D9%86%20%D9%81%D8%B1%D9%86%D8%B3%D8%A7%20%D9%88%D9%85%D8%B5%D8%B1%20%D9%88%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9.pdf
