موقع بحوث - مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	19		https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9%20%D9%84%D9%84%D8%BA%D8%A9%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9%20%D9%88%D8%A2%D8%AF%D8%A7%D8%A8%D9%87%D8%A7%20%28%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%29/10/2%20%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A6%D9%86%D8%A7%D9%81%20%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D9%8A%20%D8%B9%D9%86%D8%AF%20%D8%B3%D9%8A%D8%A8%D9%88%D9%8A%D9%87.pdf?v=	
موقع بحوث - مجلة الجامعة القاسمية للعلوم الشرعية والدراسات الإسلامية (الإمارات)	10		https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9%20%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85%D9%8A%D8%A9%20%D9%84%D9%84%D8%B9%D9%84%D9%88%D9%85%20%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%D8%A9%20%D9%88%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9%20%28%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA%29/1/1/1%20%D8%A7%D9%84%D8%A3%D8%AF%D8%A7%D8%A1%20%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86%D9%8A%20%D9%88%D8%A3%D8%AB%D8%B1%D9%87%20%D9%81%D9%8A%20%D8%A5%D8%A8%D8%B1%D8%A7%D8%B2%20%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D9%86%D9%8A%24%20...%20%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D9%82%D8%A9%20%D8%A8%D9%8A%D9%86%20%D8%A7%D9%84%D9%88%D9%82%D9%81%20%D9%88%D8%A7%D9%84%D8%A7%D8%A8%D8%AA%D8%AF%D8%A7%D8%A1%20%D9%81%D9%8A%20%D8%A7%D9%84%D8%AA%D9%81%D8%B3%D9%8A%D8%B1.pdf?v=	
موقع بحوث - مجلة الجمعية الفقهية السعودية	144		https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D9%8A%D8%A9%20%D8%A7%D9%84%D9%81%D9%82%D9%87%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9/10/4%20%D9%88%D8%B8%D8%A7%D8%A6%D9%81%20%D8%A7%D9%84%D9%82%D8%B6%D8%A7%D8%A9%20%D9%81%D9%8A%20%D8%A3%D8%B5%D9%88%D9%84%20%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D9%81%D8%B9%D8%A9%20%D9%88%D8%AA%D8%B1%D8%AC%D9%8A%D8%AD%20...%20%D8%A7%D9%84%D8%AD%D8%B3%D9%86%20%D8%A8%D9%86%20%D8%A7%D9%84%D9%85%D8%AB%D9%86%D9%89%24%20%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9%D9%8B%20%D9%88%D8%AA%D9%88%D8%AB%D9%8A%D9%82%D8%A7%D9%8B%20%D9%88%D8%AA%D8%AD%D9%82%D9%8A%D9%82%D8%A7%D9%8B.pdf?v=	
موقع بحوث - مجلة الحرمين الشريفين (السعودية)	4		https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%AD%D8%B1%D9%85%D9%8A%D9%86%20%D8%A7%D9%84%D8%B4%D8%B1%D9%8A%D9%81%D9%8A%D9%86%20%28%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%29/5/4%20%D8%AF%D9%88%D8%A7%D8%A6%D8%B1%20%D8%A7%D9%84%D8%AD%D8%AC%20%D8%A7%D9%84%D9%82%D8%B6%D8%A7%D8%A6%D9%8A%D8%A9.pdf?v=	
موقع بحوث - مجلة الدراسات الإسلامية - جامعة الملك سعود (السعودية)	20		https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9%20-%20%D8%AC%D8%A7%D9%85%D8%B9%D8%A9%20%D8%A7%D9%84%D9%85%D9%84%D9%83%20%D8%B3%D8%B9%D9%88%D8%AF%20%28%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%29/32/3/5%20%D8%A7%D9%84%D9%88%D9%82%D9%81%20%D8%A7%D9%84%D8%AE%D9%8A%D8%B1%D9%8A%20%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%24%20%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9%D9%8C%20%D9%81%D9%82%D9%87%D9%8A%D8%A9%D9%8C%20%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A%D8%A9%D9%8C%20%D9%85%D9%82%D8%A7%D8%B1%D9%86%D8%A9%D9%8C%20%28%28%D8%A3%D9%88%D9%82%D8%A7%D9%81%20%D8%AA%D9%83%29%20%D8%A3%D9%86%D9%85%D9%88%D8%B0%D8%AC%D8%A7%D9%8B%29.pdf?v=	
موقع بحوث - مجلة الدراسات الدعوية (السعودية)	10		https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A7%D8%AA%20%D8%A7%D9%84%D8%AF%D8%B9%D9%88%D9%8A%D8%A9%20%28%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%29/10/4%20%D8%A3%D8%B3%D8%B3%20%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%B3%D8%A7%D8%A8%20%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%20%D9%88%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A%20%D8%B9%D9%84%D9%89%20%D8%A7%D9%84%D8%A7%D9%86%D8%AD%D8%B1%D8%A7%D9%81%20%D8%A7%D9%84%D9%81%D9%83%D8%B1%D9%8A%20%D9%88%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA%D9%87%20%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%B5%D8%B1%D8%A9.pdf?v=	
موقع بحوث - مجلة الدراسات الطبية الفقهية (السعودية)	18		https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9%20%D8%A7%D9%84%D9%81%D9%82%D9%87%D9%8A%D8%A9%20%28%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%29/1/1%20%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9%D9%8C%20%D8%AA%D8%AD%D9%84%D9%8A%D9%84%D9%8A%D8%A9%D9%8C%20%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85%20%D8%AA%D9%82%D9%86%D9%8A%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A8%D8%B5%D9%85%D8%A9%20%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D8%AB%D9%8A%D8%A9%20%D9%83%D9%82%D8%B1%D8%A7%D8%A6%D9%86%20%D8%B7%D8%A8%D9%8A%D8%A9%D9%8D%20%D9%81%D9%8A%20%D8%A7%D9%84%D8%AC%D8%B1%D8%A7%D8%A6%D9%85%20%D8%A7%D9%84%D8%AC%D9%86%D8%A7%D8%A6%D9%8A%D8%A9.pdf?v=	
موقع بحوث - مجلة الدراسات العقدية (السعودية)	89		https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B9%D9%82%D8%AF%D9%8A%D8%A9%20%28%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%29/13/1%20%D8%A7%D9%84%D8%B5%D9%81%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A5%D9%84%D9%87%D9%8A%D8%A9%20%D8%A7%D9%84%D9%81%D8%B9%D9%84%D9%8A%D8%A9%20%D8%A8%D9%8A%D9%86%20%D8%A7%D9%84%D9%86%D9%81%D9%8A%20%D9%88%D8%A7%D9%84%D8%A5%D8%AB%D8%A8%D8%A7%D8%AA%24%20%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9%D9%8C%20%D8%B9%D9%82%D8%AF%D9%8A%D8%A9%D9%8C.pdf?v=	
موقع بحوث - مجلة الشمال للعلوم الإنسانية (السعودية)	15		https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%20%D9%84%D9%84%D8%B9%D9%84%D9%88%D9%85%20%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86%D9%8A%D8%A9%20%28%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%29/11/1/3/4%20%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85%20%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A%20%D9%84%D9%83%D9%81%20%D9%8A%D8%AF%20%D8%A7%D9%84%D9%85%D9%88%D8%B8%D9%81%20%D8%A7%D9%84%D8%B9%D8%A7%D9%85%20%D9%81%D9%8A%20%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85%20%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%24%20%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9%D9%8C%20%D8%AA%D8%AD%D9%84%D9%8A%D9%84%D9%8A%D8%A9%D9%8C.pdf?v=	
موقع بحوث - مجلة العدل - وزارة العدل (السعودية)	315		https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%B9%D8%AF%D9%84%20-%20%D9%88%D8%B2%D8%A7%D8%B1%D8%A9%20%D8%A7%D9%84%D8%B9%D8%AF%D9%84%20%28%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%29/1/1%20%D8%A8%D9%8A%D8%A7%D9%86%20%D8%A7%D9%84%D8%AF%D9%8A%D8%A7%D8%AA.pdf?v=	
موقع بحوث - مجلة العلوم الإنسانية والإدارية - جامعة شقراء (السعودية)	8		https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%B9%D9%84%D9%88%D9%85%20%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86%D9%8A%D8%A9%20%D9%88%D8%A7%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D9%8A%D8%A9%20-%20%D8%AC%D8%A7%D9%85%D8%B9%D8%A9%20%D8%B4%D9%82%D8%B1%D8%A7%D8%A1%20%28%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%29/13/2/5%20%D8%A7%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0%20%D8%A7%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D9%8A%20%D9%88%D9%81%D9%82%20%D8%A3%D8%AD%D9%83%D8%A7%D9%85%20%D9%86%D8%B8%D8%A7%D9%85%20%D8%A7%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0%20%D8%A3%D9%85%D8%A7%D9%85%20%D8%AF%D9%8A%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B8%D8%A7%D9%84%D9%85.pdf?v=	
موقع بحوث - مجلة العلوم التربوية والدراسات الإسلامية - جامعة الملك سعود (السعودية)	13		https://www.buhooth.link:8080/data/journals/%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%B9%D9%84%D9%88%D9%85%20%D8%A7%D9%84%D8%AA%D8%B1%D8%A8%D9%88%D9%8A%D8%A9%20%D9%88%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9%20-%20%D8%AC%D8%A7%D9%85%D8%B9%D8%A9%20%D8%A7%D9%84%D9%85%D9%84%D9%83%20%D8%B3%D8%B9%D9%88%D8%AF%20%28%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%29/16/1/15%20%D8%B9%D9%82%D9%88%D8%A8%D8%A9%20%D8%B4%D8%B1%D8%A8%20%D8%A7%D9%84%D8%AE%D9%85%D8%B1%20%D8%A8%D9%8A%D9%86%20%D8%A7%D9%84%D8%AD%D8%AF%20%D9%88%D8%A7%D9%84%D8%AA%D8%B9%D8%B2%D9%8A%D8%B1.pdf?v=	
